local,codigo,Densidade de alojamentos
União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,070525,2.5
União das freguesias de São Manços e São Vicente do Pigeiro,070526,4.3
União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,070527,7.6
Montemor-o-Novo,0706,8.4
Cabrela,070601,2.2
Ciborro,070607,8.7
Foros de Vale de Figueira,070610,10.5
Santiago do Escoural,070605,6.6
São Cristóvão,070606,3.5
União das freguesias de Cortiçadas de Lavre e Lavre,070611,5.3
"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",070612,14.8
Mora,0707,8.6
Brotas,070701,4.7
Cabeção,070702,21.4
Mora,070703,11.9
Pavia,070704,4.9
Mourão,0708,7.0
Granja,070801,6.1
Luz,070802,4.5
Mourão,070803,8.6
Portel,0709,7.1
Monte do Trigo,070903,5.9
Portel,070905,9.9
Santana,070906,9.1
União das freguesias de Amieira e Alqueva,070909,3.8
União das freguesias de São Bartolomeu do Outeiro e Oriola,070910,9.0
Vera Cruz,070908,7.8
Redondo,0710,12.4
Montoito,071001,16.3
Redondo,071002,11.6
Reguengos de Monsaraz,0711,14.2
Corval,071102,10.7
Monsaraz,071103,8.7
Reguengos de Monsaraz,071104,37.8
União das freguesias de Campo e Campinho,071106,5.4
Vendas Novas,0712,28.9
Landeira,071202,5.3
Vendas Novas,071201,38.6
Viana do Alentejo,0713,9.1
Aguiar,071303,13.9
Alcáçovas,071301,5.7
Viana do Alentejo,071302,17.1
Vila Viçosa,0714,24.8
Bencatel,071401,27.0
Ciladas,071402,6.3
Nossa Senhora da Conceição e São Bartolomeu,071406,84.2
Pardais,071404,21.2
Algarve,15,78.5
Algarve,150,78.5
Albufeira,0801,320.8
Albufeira e Olhos de Água,080106,799.9
Ferreiras,080104,187.1
Guia,080102,225.5
Paderne,080103,46.5
Alcoutim,0802,6.3
Giões,080202,4.4
Martim Longo,080203,8.4
União das freguesias de Alcoutim e Pereiro,080206,7.3
Vaqueiros,080205,3.7
Aljezur,0803,18.4
Aljezur,080301,20.6
Bordeira,080302,7.6
Odeceixe,080303,23.4
Rogil,080304,26.9
Castro Marim,0804,28.4
Altura,080404,339.5
Azinhal,080401,9.7
Castro Marim,080402,36.8
Odeleite,080403,8.5
Faro,0805,191.2
Montenegro,080506,222.7
Santa Bárbara de Nexe,080503,79.2
União das freguesias de Conceição e Estoi,080507,70.2
União das freguesias de Faro (Sé e São Pedro),080508,350.3
Lagoa,0806,239.8
Ferragudo,080602,400.6
Porches,080604,234.2
União das freguesias de Estômbar e Parchal,080607,204.2
União das freguesias de Lagoa e Carvoeiro,080608,245.3
Lagos,0807,131.5
Luz,080703,238.2
Odiáxere,080704,59.7
São Gonçalo de Lagos,080708,658.8
União das freguesias de Bensafrim e Barão de São João,080707,13.2
Loulé,0808,87.9
Almancil,080801,166.3
Alte,080802,16.5
Ameixial,080803,4.1
Boliqueime,080804,69.6
Loulé (São Clemente),080808,227.9
Loulé (São Sebastião),080809,73.6
Quarteira,080805,850.3
Salir,080807,11.1
"União de freguesias de Querença, Tôr e Benafim",080812,18.1
Monchique,0809,11.9
Alferce,080901,4.7
Marmelete,080902,5.5
Monchique,080903,21.8
Olhão,0810,206.2
Olhão,081003,725.6
Pechão,081004,106.2
Quelfes,081005,326.1
União das freguesias de Moncarapacho e Fuseta,081006,96.3
Portimão,0811,271.5
Alvor,081101,493.0
Mexilhoeira Grande,081102,32.1
Portimão,081103,515.3
São Brás de Alportel,0812,44.9
São Brás de Alportel,081201,44.9
Silves,0813,49.4
Armação de Pêra,081303,1458.6
São Bartolomeu de Messines,081305,24.6
São Marcos da Serra,081306,7.1
Silves,081307,38.4
União das freguesias de Alcantarilha e Pêra,081309,89.8
União das freguesias de Algoz e Tunes,081310,88.2
Tavira,0814,42.2
Cachopo,081401,4.2
Santa Catarina da Fonte do Bispo,081404,11.3
Santa Luzia,081408,250.8
União das freguesias de Conceição e Cabanas de Tavira,081410,86.3
União das freguesias de Luz de Tavira e Santo Estêvão,081411,56.8
União das freguesias de Tavira (Santa Maria e Santiago),081412,80.7
Vila do Bispo,0815,33.5
Barão de São Miguel,081501,38.5
Budens,081502,60.3
Sagres,081504,41.5
Vila do Bispo e Raposeira,081506,14.9
Vila Real de Santo António,0816,339.3
Monte Gordo,081603,1568.7
Vila Nova de Cacela,081601,129.4
Vila Real de Santo António,081602,746.5
Região Autónoma dos Açores,2,48.9
Região Autónoma dos Açores,20,48.9
Região Autónoma dos Açores,200,48.9
Angra do Heroísmo,4301,65.5
Altares,430101,14.0
Angra (Nossa Senhora da Conceição),430102,682.8
Angra (Santa Luzia),430103,884.1
Angra (São Pedro),430104,443.2
Angra (Sé),430105,371.5
Cinco Ribeiras,430106,28.9
Doze Ribeiras,430107,23.1
Feteira,430108,132.6
Porto Judeu,430109,33.1
Posto Santo,430110,20.8
Raminho,430111,24.3
Ribeirinha,430112,148.6
Santa Bárbara,430113,36.2
São Bartolomeu de Regatos,430114,34.3
São Bento,430115,83.4
São Mateus da Calheta,430116,258.0
Serreta,430117,14.1
Terra Chã,430118,116.5
Vila de São Sebastião,430119,39.8
Calheta,4501,19.2
Calheta,450101,39.0
Norte Pequeno,450102,14.3
Ribeira Seca,450103,12.8
Santo Antão,450104,15.5
Topo (Nossa Senhora do Rosário),450105,36.1
Corvo,4901,12.0
Corvo,490101,12.0
Horta,4701,42.9
Capelo,470101,18.7
Castelo Branco,470102,25.1
Cedros,470103,21.9
Feteira,470104,55.8
Flamengos,470105,44.2
Horta (Angústias),470106,313.7
Horta (Conceição),470107,174.0
Horta (Matriz),470108,685.6
Pedro Miguel,470109,23.1
Praia do Almoxarife,470110,47.6
Praia do Norte,470111,17.2
Ribeirinha,470112,14.3
Salão,470113,16.9
Lagoa,4201,116.6
Água de Pau,420101,65.9
Cabouco,420102,139.2
Lagoa (Nossa Senhora do Rosário),420103,319.9
Lagoa (Santa Cruz),420104,84.9
Ribeira Chã,420105,76.8
Lajes das Flores,4801,14.8
Fajã Grande,480101,16.9
Fajãzinha,480102,13.3
Fazenda,480103,16.1
Lajedo,480104,9.1
Lajes das Flores,480105,19.6
Lomba,480106,12.6
Mosteiro,480107,4.7
Lajes do Pico,4601,20.9
Calheta de Nesquim,460101,25.8
Lajes do Pico,460102,15.7
Piedade,460103,55.8
Ribeiras,460104,20.3
Ribeirinha,460105,40.9
São João,460106,9.0
Madalena,4602,24.7
Bandeiras,460201,19.8
Candelária,460202,19.1
Criação Velha,460203,23.0
Madalena,460204,39.8
São Caetano,460205,15.5
São Mateus,460206,24.2
Nordeste,4202,25.9
Achada,420201,20.9
Achadinha,420202,18.7
Algarvia,420208,28.3
Lomba da Fazenda,420203,32.0
Nordeste,420204,31.3
Salga,420206,31.8
Santana,420207,36.4
Santo António de Nordestinho,420209,17.2
São Pedro de Nordestinho,420210,15.7
Ponta Delgada,4203,125.3
Ajuda da Bretanha,420323,41.5
Arrifes,420301,105.8
Candelária,420303,48.1
Capelas,420304,90.2
Covoada,420305,47.0
Fajã de Baixo,420306,499.5
Fajã de Cima,420307,99.2
Fenais da Luz,420308,116.4
Feteiras,420309,23.7
Ginetes,420310,44.0
Mosteiros,420311,68.2
Pilar da Bretanha,420324,46.5
Ponta Delgada (São José),420313,1710.2
Ponta Delgada (São Pedro),420314,1372.3
Ponta Delgada (São Sebastião),420312,734.4
Relva,420315,91.1
Remédios,420316,53.8
Rosto do Cão (Livramento),420317,299.1
Rosto do Cão (São Roque),420318,260.1
Santa Bárbara,420319,37.5
Santa Clara,420325,596.0
Santo António,420320,56.5
São Vicente Ferreira,420321,80.5
Sete Cidades,420322,16.8
Povoação,4204,33.7
Água Retorta,420401,30.7
Faial da Terra,420402,27.1
Furnas,420403,27.1
Nossa Senhora dos Remédios,420404,41.3
Povoação,420405,38.2
Ribeira Quente,420406,47.1
Ribeira Grande,4205,65.2
Calhetas,420501,80.9
Fenais da Ajuda,420502,31.7
Lomba da Maia,420503,24.4
Lomba de São Pedro,420504,17.8
Maia,420505,36.5
Pico da Pedra,420506,169.3
Porto Formoso,420507,41.0
Rabo de Peixe,420508,160.5
Ribeira Grande (Conceição),420509,84.3
Ribeira Grande (Matriz),420510,131.6
Ribeira Seca,420511,84.0
Ribeirinha,420512,48.8
Santa Bárbara,420513,36.7
São Brás,420514,29.0
Santa Cruz da Graciosa,4401,47.7
Guadalupe,440101,36.2
Luz,440102,53.2
Santa Cruz da Graciosa,440104,64.6
São Mateus,440103,40.8
Santa Cruz das Flores,4802,16.8
Caveira,480201,15.5
Cedros,480202,7.6
Ponta Delgada,480203,11.5
Santa Cruz das Flores,480204,21.7
São Roque do Pico,4603,16.2
Prainha,460301,17.5
Santa Luzia,460302,15.9
Santo Amaro,460303,19.5
Santo António,460304,13.5
São Roque do Pico,460305,16.7
Velas,4502,27.8
Manadas (Santa Bárbara),450201,26.9
Norte Grande (Neves),450202,14.8
Rosais,450203,18.4
Santo Amaro,450204,22.1
Urzelina (São Mateus),450205,35.5
Velas (São Jorge),450206,76.5
Vila da Praia da Vitória,4302,61.2
Agualva,430201,15.4
Biscoitos,430202,38.3
Cabo da Praia,430203,101.3
Fonte do Bastardo,430204,60.9
Fontinhas,430205,55.0
Lajes,430206,123.7
Porto Martins,430211,197.1
Praia da Vitória (Santa Cruz),430207,102.9
Quatro Ribeiras,430208,15.0
São Brás,430209,101.3
Vila Nova,430210,94.1
Vila do Porto,4101,37.7
Almagreira,410101,34.0
Santa Bárbara,410102,38.6
Santo Espírito,410103,27.1
São Pedro,410104,21.4
Vila do Porto,410105,61.6
Vila Franca do Campo,4206,54.8
Água de Alto,420601,35.9
Ponta Garça,420602,41.4
Ribeira das Tainhas,420603,29.6
Ribeira Seca,420606,80.8
Vila Franca do Campo (São Miguel),420604,85.9
Vila Franca do Campo (São Pedro),420605,235.1
Região Autónoma da Madeira,3,163.8
Região Autónoma da Madeira,30,163.8
Região Autónoma da Madeira,300,163.8
Calheta,3101,68.5
Arco da Calheta,310101,133.6
Calheta,310102,83.7
Estreito da Calheta,310103,70.7
Fajã da Ovelha,310104,33.5
Jardim do Mar,310105,204.1
Paul do Mar,310106,302.1
Ponta do Pargo,310107,36.3
Prazeres,310108,48.4
Câmara de Lobos,3102,263.6
Câmara de Lobos,310201,834.9
Curral das Freiras,310202,36.1
Estreito de Câmara de Lobos,310203,522.9
Jardim da Serra,310205,192.8
Quinta Grande,310204,199.8
Funchal,3103,686.2
Funchal (Santa Luzia),310303,2281.3
Funchal (Santa Maria Maior),310304,1261.4
Funchal (São Pedro),310308,2607.4
Funchal (Sé),310310,566.6
Imaculado Coração de Maria,310301,2219.9
Monte,310302,133.6
Santo António,310305,499.1
São Gonçalo,310306,360.7
São Martinho,310307,1771.8
São Roque,310309,499.1
Machico,3104,146.0
Água de Pena,310401,261.3
Caniçal,310402,124.2
Machico,310403,294.0
Porto da Cruz,310404,53.4
Santo António da Serra,310405,82.4
Ponta do Sol,3105,105.7
Canhas,310501,123.0
Madalena do Mar,310502,173.1
Ponta do Sol,310503,90.1
Porto Moniz,3106,24.4
Achadas da Cruz,310601,24.2
Porto Moniz,310602,55.8
Ribeira da Janela,310603,12.2
Seixal,310604,13.2
Porto Santo,3201,106.9
Porto Santo,320101,106.9
Ribeira Brava,3107,106.6
Campanário,310701,183.8
Ribeira Brava,310702,193.4
Serra de Água,310703,25.1
Tabua,310704,57.4
Santa Cruz,3108,250.8
Camacha,310802,140.4
Caniço,310803,965.2
Gaula,310804,282.6
Santa Cruz,310805,128.3
Santo António da Serra,310806,33.3
Santana,3109,51.2
Arco de São Jorge,310901,98.8
Faial,310902,41.9
Ilha,310906,13.6
Santana,310903,102.4
São Jorge,310904,53.3
São Roque do Faial,310905,24.3
São Vicente,3110,48.0
Boa Ventura,311001,36.6
Ponta Delgada,311002,90.0
São Vicente,311003,45.6
